Nitrogen(mg/kg),Phosphorus(mg/kg),Potassium(mg/kg),Soil_Type,Crop_Type,pH,Electrical_Conductivity,Soil_Moisture,Soil_Temperture,N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,pH_Amendment
152.2,70.25,186.63,Arid,Mustard,7.82,564.93,11.67,35.36,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
103.83,6.86,65.82,Alluvial,Barley,6.32,550.45,24.8,18.8,6.17,0.74,86.18,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
241.49,46.07,231.52,Clayey,Moong,8.18,598.84,28.39,27.82,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
70.46,2.1,109.17,Alkaline,Bajra,6.03,281.47,10.58,25.89,19.54,3.9,20.83,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
70.79,31.79,157.16,Red,Cotton,6.2,1067.1,26.97,31.83,1.21,0,0,Ammonium Nitrate,Ferrous Sulphate + Manganese Sulphate,Balance Maintain
198.37,2.35,24.03,Arid,Groundnut,8.16,1457.33,15.46,23.5,0,3.65,89.97,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Sodium Molybdate,Ammonium Sulphate
176.89,42.75,220.94,Laterite,Garlic,8.46,450.3,32.55,23.06,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
76.82,42.14,54.74,Red,Rice,6.24,1209.47,19.57,21.08,0,0,69.26,SOP (Sulphate of Potash),Boric Acid + Ferrous Sulphate,Balance Maintain
106.77,6.41,119.12,Alluvial,Barley,6.44,1161.98,21.87,20.33,3.23,1.19,32.88,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate,Balance Maintain
81.93,26.04,74.55,Red,Groundnut,6.18,873.3,25.65,33.74,0,1.96,49.45,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ammonium Molybdate,Balance Maintain
193.91,6.11,194.2,Clayey,Maize,6.46,600.86,32.12,24,0,3.89,0,TSP (Triple Super Phosphate),Copper Sulphate + Manganese Sulphate,Balance Maintain
142.8,13.75,73.13,Clayey,Wheat,7.56,1141.18,37.88,22.7,7.2,0,76.87,Urea + MOP (Muriate of Potash),Borax + Manganese Sulphate,Ferrous Sulphate
111.73,11.44,93.87,Laterite,Moong,6,1051.49,24.06,24.18,9.27,0,0,Urea,Boric Acid + Ferrous Sulphate,Balance Maintain
122.85,63.19,162.16,Arid,Soybean,8.56,367.4,11.07,39.98,10.15,0,0,UAN (Urea Ammonium Nitrate),Borax + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
92.98,4.5,149.27,Alkaline,Garlic,7.36,1263.01,11.3,24.85,0,1.5,0,Rock Phosphate,Boric Acid + Copper Sulphate,Balance Maintain
251.15,53.4,225.59,Black,Chickpea,8.57,745.76,20.12,31.35,0,0,0,Balanced NPK (14-14-14),Borax + Sodium Molybdate,Ferrous Sulphate
80.12,7.85,89.66,Laterite,Maize,5.86,456.51,28.86,31,40.88,1.15,0,DAP (Di-Ammonium Phosphate),Copper Sulphate + Zinc Sulphate,Wood Ash
193.18,17.21,57.6,Laterite,Ragi,5.87,1578.12,19.55,28.16,0,0,31.4,Potassium-Magnesium Sulphate,Copper Sulphate + Zinc Sulphate,Hydrated Lime
71.12,29.68,195.87,Red,Moong,6.71,735.3,17.56,24.15,0.88,0,0,UAN (Urea Ammonium Nitrate),Boric Acid + Zinc Sulphate,Balance Maintain
63.18,12.16,88.42,Red,Cotton,5.87,327.91,23.65,23.47,8.82,15.84,35.58,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ammonium Molybdate,Hydrated Lime
138.13,48.98,210.99,Arid,Garlic,8.41,356.51,5.14,33.67,0,0,0,Balanced NPK (14-14-14),Borax + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
171.28,78.68,225.66,Clayey,Barley,8.11,718.06,22.79,25.97,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
129.49,12.73,66.68,Laterite,Soybean,6.57,875.24,22.89,33.01,0,0,22.32,Potassium Nitrate,Copper Sulphate + Ammonium Molybdate,Balance Maintain
97.58,7.82,104.02,Arid,Mustard,7.98,1722.1,9.81,31.47,35.42,0,9.98,Urea + MOP (Muriate of Potash),Borax + Ferrous Sulphate + Zinc Sulphate,Gypsum
47.35,11.57,45.17,Red,Wheat,6.72,67.25,20.79,23.66,24.65,16.43,78.83,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Ammonium Molybdate,Balance Maintain
145.63,2.02,104.7,Clayey,Garlic,6.27,543.35,31.53,31.77,4.37,7.98,45.3,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
26.13,36.73,82.69,Red,Rice,6.5,1312.91,16.33,28.83,45.87,0,41.31,Urea + MOP (Muriate of Potash),Manganese Sulphate + Zinc Sulphate,Balance Maintain
75.13,20.63,93.34,Red,Barley,6.47,862.46,18.26,20.14,0,7.37,30.66,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ammonium Molybdate + Zinc Sulphate,Balance Maintain
181.08,4.64,75.69,Arid,Ragi,8.33,2483.57,6.88,27.22,0,1.36,38.31,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Ferrous Sulphate + Zinc Sulphate,Gypsum
55.9,20.39,185.37,Red,Soybean,5.91,741.98,20.86,33.62,16.1,7.61,0,DAP (Di-Ammonium Phosphate),Copper Sulphate + Zinc Sulphate,Hydrated Lime
94.18,5.45,109.82,Clayey,Cotton,7.11,908.83,37.17,29.83,55.82,4.55,40.18,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate,Balance Maintain
88.72,6.07,46.09,Black,Mustard,5.9,295.55,20.2,25.73,26.28,1.93,100.91,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate,Quicklime
89.34,11.96,70.41,Arid,Groundnut,5.82,334.07,9.41,30.03,43.66,0,43.59,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Sodium Molybdate,Wood Ash
147.15,11.51,194.8,Black,Jowar,7.64,1013.97,25.49,26.64,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Zinc Sulphate,Gypsum
177.51,12.1,40.84,Laterite,Jowar,6.07,1157.94,27.63,27.78,0,0,48.16,SOP (Sulphate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
47.18,7.73,147.77,Black,Barley,6.46,588.49,29.28,21.87,67.82,0.27,0,DAP (Di-Ammonium Phosphate),Boric Acid + Copper Sulphate,Balance Maintain
53.75,21.25,135.83,Red,Moong,6.46,1057.08,26.52,19.82,18.25,6.75,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
233.49,63.09,242.21,Black,Jowar,8.24,475.02,30.57,20.48,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
87.81,8.28,72.55,Alluvial,Cotton,6.28,537.89,29.76,29.13,22.19,0,79.45,Urea + MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Balance Maintain
93.65,2,209.64,Alkaline,Bajra,8.62,1303.99,23.02,33.25,0,4,0,TSP (Triple Super Phosphate),Copper Sulphate + Zinc Sulphate,Elemental Sulphur
72,6.48,106.31,Alkaline,Moong,8.34,1350,24.14,29.77,18,0,23.69,Urea + MOP (Muriate of Potash),Manganese Sulphate + Ammonium Molybdate,Aluminium Sulphate
65.57,9.65,183.16,Black,Maize,7.13,756.16,25.5,28.95,49.43,0,0,Ammonium Chloride,Manganese Sulphate + Sodium Molybdate,Balance Maintain
88.31,5.53,117.84,Laterite,Groundnut,6.38,1031.57,27.95,21.93,32.69,3.47,0,DAP (Di-Ammonium Phosphate),Boric Acid + Sodium Molybdate,Balance Maintain
175.77,5.7,142.96,Arid,Chickpea,7.95,1326.78,17.4,34.63,0,0.3,0,Rock Phosphate,Borax + Zinc Sulphate,Ammonium Sulphate
91.94,7.8,100.32,Black,Wheat,6,954.12,26.23,27.35,23.06,0.2,46.68,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Zinc Sulphate,Balance Maintain
85.15,24.07,41.48,Red,Ragi,6.75,606.77,24.93,29.45,0,3.93,82.52,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
52.55,15.31,137.03,Red,Moong,5.86,927.67,28.05,32.25,19.45,12.69,0,DAP (Di-Ammonium Phosphate),Boric Acid + Ferrous Sulphate,Agricultural Lime
98.34,2.3,48.64,Black,Barley,7.09,748.38,36.43,23.43,16.66,5.7,98.36,Balanced NPK (14-14-14),Manganese Sulphate + Zinc Sulphate,Balance Maintain
155.48,7.13,131.98,Black,Rice,7.2,533.63,22.04,32.76,0,0.87,15.02,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
76.82,34.18,149.3,Red,Mustard,5.43,694.43,23.2,19.46,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate,Quicklime
125.86,12.15,129.43,Alluvial,Cotton,6.3,1075.92,18.3,18.69,0,0,22.57,Potassium Carbonate,Ammonium Molybdate + Zinc Sulphate,Balance Maintain
119.79,11.45,165.17,Alluvial,Chickpea,6.04,480.05,28.14,21.84,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
122.09,10.44,162.88,Alkaline,Bajra,8.97,1404.19,11.89,22.08,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
105.86,14.52,102.83,Clayey,Soybean,6.69,114.44,22.11,29.38,44.14,0,47.17,Urea + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
79.02,15.72,122.19,Laterite,Rice,6.28,1164.38,31.69,20.84,41.98,0,0,Ammonium Chloride,Boric Acid + Ammonium Molybdate,Balance Maintain
158.45,7.08,144.73,Arid,Ragi,7.45,1589.77,5.5,32.44,0,0,0,Balanced NPK (14-14-14),Manganese Sulphate + Zinc Sulphate,Balance Maintain
112.21,9.67,110.93,Black,Rice,6.79,723.45,29.89,32.81,2.79,0,36.07,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Ammonium Molybdate,Balance Maintain
123.08,70.36,210.14,Black,Bajra,7.81,747.07,22.93,29.04,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
59.27,22.86,155.87,Red,Soybean,6.87,682.6,21.72,24.49,12.73,5.14,0,DAP (Di-Ammonium Phosphate),Boric Acid + Zinc Sulphate,Balance Maintain
198.46,6.16,89.14,Clayey,Bajra,5.87,1011.51,38.31,21.72,0,3.84,60.86,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Agricultural Lime
108.64,6.64,155.65,Alkaline,Maize,8.47,1094.63,12.82,24.86,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
94.85,26.01,90.04,Red,Maize,6.03,992.89,16.95,28.29,0,1.99,33.96,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate,Balance Maintain
29.76,4.17,132.37,Clayey,Ragi,5.49,337.51,27.08,27.18,120.24,5.83,17.63,Balanced NPK (14-14-14),Boric Acid + Zinc Sulphate,Quicklime
114.61,32.65,162.46,Red,Sugarcane,6.79,1162.61,23.54,31.32,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Sodium Molybdate,Balance Maintain
116.99,12.93,121.04,Laterite,Onion,5.56,1114.46,30.97,21.61,4.01,0,0,UAN (Urea Ammonium Nitrate),Copper Sulphate + Ferrous Sulphate,Agricultural Lime
125.61,9.31,129.68,Laterite,Rice,5.45,434.97,21.21,31.43,0,0,0,Balanced NPK (14-14-14),Boric Acid + Copper Sulphate,Agricultural Lime
30.24,29.48,119.73,Red,Sugarcane,5.85,1129.9,16.01,22.29,41.76,0,4.27,Urea + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Hydrated Lime
201.31,68.84,156.57,Alkaline,Mustard,8.51,631.63,10.42,26.01,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
84.5,10.3,74.64,Laterite,Sugarcane,6.26,611.05,26.92,21.61,36.5,0,14.36,Urea + MOP (Muriate of Potash),Borax + Ammonium Molybdate,Balance Maintain
136.41,7.9,107.75,Alkaline,Sugarcane,8.84,1073.12,24.48,34.65,0,0,22.25,Potassium Carbonate,Borax + Manganese Sulphate,Aluminium Sulphate
129.21,6.03,106.74,Alkaline,Garlic,8.38,2112.55,15.67,21.41,0,0,23.26,Potassium Nitrate,Manganese Sulphate + Zinc Sulphate,Gypsum
109.68,3.18,176.26,Arid,Sugarcane,7.77,1874.23,6.05,23.02,23.32,2.82,0,DAP (Di-Ammonium Phosphate),Borax + Ferrous Sulphate + Zinc Sulphate,Elemental Sulphur
76.52,16.97,123.78,Red,Jowar,6.51,849.17,25.63,29.71,0,11.03,0.22,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
157.79,65.49,115.55,Arid,Bajra,7.77,416.92,13.02,39.93,0,0,0,Balanced NPK (14-14-14),Boric Acid + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
156.16,12.31,142.22,Black,Onion,7.55,814.92,31.91,32.41,0,0,4.78,Potassium Nitrate,Copper Sulphate + Ammonium Molybdate,Elemental Sulphur
196.69,65.2,191.82,Alkaline,Cotton,8.01,286.59,11.4,20.27,0,0,0,Balanced NPK (14-14-14),Borax + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
103.09,9.57,177.27,Black,Jowar,6.66,918.32,23.25,33.44,11.91,0,0,Ammonium Chloride,Ferrous Sulphate + Zinc Sulphate,Balance Maintain
35.46,9.46,110.02,Alkaline,Barley,8.52,1542.08,16.83,28.29,54.54,0,19.98,Urea + MOP (Muriate of Potash),Copper Sulphate + Ammonium Molybdate,Ammonium Sulphate
149.25,9.58,129.59,Clayey,Chickpea,7.19,660.42,36.26,26.24,0.75,0.42,20.41,Balanced NPK (14-14-14),Borax + Manganese Sulphate,Balance Maintain
149.02,6.6,69.43,Laterite,Sugarcane,6.44,1014.84,23.31,23.87,0,2.4,19.57,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ammonium Molybdate,Balance Maintain
167.39,13.35,119.43,Clayey,Soybean,5.33,1041.27,27.17,31.94,0,0,30.57,Potassium Nitrate,Copper Sulphate + Zinc Sulphate,Wood Ash
57.05,2,20,Alkaline,Sugarcane,8.83,1765.59,22.01,27.22,32.95,4,110,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate,Elemental Sulphur
158.43,9.88,66.37,Arid,Rice,7.99,772.48,18.72,28.04,0,0,47.63,MOP (Muriate of Potash),Copper Sulphate + Sodium Molybdate,Ferrous Sulphate
139.68,10.18,178.05,Clayey,Jowar,6.78,1481.83,22.59,23.26,10.32,0,0,UAN (Urea Ammonium Nitrate),Copper Sulphate + Zinc Sulphate,Balance Maintain
142.82,4.07,164.68,Arid,Sugarcane,7.89,1245.49,11.09,38.68,0,1.93,0,MAP (Mono-Ammonium Phosphate),Borax + Ferrous Sulphate + Zinc Sulphate,Elemental Sulphur
167.03,60.69,118.53,Alluvial,Chickpea,8.31,790.75,29.33,22,0,0,33.47,Potassium Carbonate,Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
30.95,14.56,57.48,Alkaline,Sugarcane,6.46,276.81,13.68,31.48,59.05,0,72.52,Urea + MOP (Muriate of Potash),Ammonium Molybdate + Zinc Sulphate,Balance Maintain
94.45,9.71,202.43,Alluvial,Jowar,6.84,860.32,19.34,22.63,15.55,0,0,Ammonium Chloride,Boric Acid + Manganese Sulphate,Balance Maintain
165.75,5.76,101.27,Black,Onion,7.27,685.04,28.22,23.28,0,2.24,45.73,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Sodium Molybdate,Balance Maintain
82.22,7.74,157.72,Black,Chickpea,7.38,1042.26,22.93,22.24,32.78,0.26,0,DAP (Di-Ammonium Phosphate),Manganese Sulphate + Zinc Sulphate,Balance Maintain
126.84,11.47,157.76,Alluvial,Rice,6.31,561.71,31.09,29.35,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
50.98,7.39,124.98,Alkaline,Soybean,9.06,1453.1,17.26,34.36,39.02,0,5.02,Urea + MOP (Muriate of Potash),Copper Sulphate + Sodium Molybdate,Elemental Sulphur
108.73,7.42,128.01,Arid,Sugarcane,8.14,1536.58,5.75,24.7,24.27,0,0,Ammonium Nitrate,Boric Acid + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
77.58,10.39,41.7,Arid,Groundnut,6.34,386.13,5.67,24.58,55.42,0,72.3,Urea + MOP (Muriate of Potash),Manganese Sulphate + Zinc Sulphate,Balance Maintain
88.98,6.09,119.33,Alkaline,Ragi,8.58,1963.94,22.34,20.21,1.02,0,10.67,Urea + MOP (Muriate of Potash),Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
58.51,18.45,114.46,Clayey,Maize,6.5,909.41,35.3,24.79,91.49,0,35.54,Urea + MOP (Muriate of Potash),Manganese Sulphate + Sodium Molybdate,Balance Maintain
203.72,46.9,291.93,Arid,Sugarcane,7.75,567.87,7.36,39.32,0,0,0,Balanced NPK (14-14-14),Boric Acid + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
239.86,6.84,151.53,Clayey,Barley,5.95,1089.4,36.07,29.45,0,3.16,0,TSP (Triple Super Phosphate),Ferrous Sulphate + Manganese Sulphate,Dolomitic Lime
133.06,7,168.87,Arid,Jowar,7.89,1562.39,13.19,23.61,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
81.57,12.97,82.16,Laterite,Soybean,5.91,790.14,32.5,21.93,39.43,0,6.84,Urea + MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Hydrated Lime
101.59,10.06,49.02,Laterite,Soybean,6.51,720.34,27.78,23.54,19.41,0,39.98,Urea + MOP (Muriate of Potash),Borax + Ferrous Sulphate,Balance Maintain
109.49,7.61,144.98,Alkaline,Jowar,8.1,1827.27,16.41,22.57,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate,Elemental Sulphur
221.42,44.23,211.35,Alkaline,Soybean,8.3,688.78,24.04,28.22,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
122.83,11.29,117.8,Laterite,Chickpea,5.87,50,24.81,32.7,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Ammonium Molybdate,Wood Ash
67.92,5.19,175.5,Alkaline,Chickpea,8.46,632.81,18.59,23.81,22.08,0.81,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Ammonium Molybdate,Aluminium Sulphate
107.79,12.02,118.56,Alluvial,Rice,6.38,587.72,25.83,22.3,2.21,0,33.44,Urea + MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Balance Maintain
97.04,7.83,140.99,Black,Maize,7.86,1395.04,27.13,26.26,17.96,0.17,6.01,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Ammonium Molybdate,Ammonium Sulphate
129.04,6.9,84.57,Arid,Moong,7.68,2212.15,8.09,34.77,3.96,0,29.43,Urea + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
167.03,71.03,174.52,Arid,Moong,7.62,538.24,8.07,35.36,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
101.5,8.53,140.7,Alluvial,Cotton,7.03,590.14,23.43,30.68,8.5,0,11.3,Urea + MOP (Muriate of Potash),Manganese Sulphate + Ammonium Molybdate,Balance Maintain
128.56,59.72,118.03,Clayey,Onion,7.73,317.59,38.88,31.67,21.44,0,31.97,Urea + MOP (Muriate of Potash),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
180.61,9.2,73.15,Clayey,Onion,6.63,1171.78,39.78,21.71,0,0.8,76.85,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Zinc Sulphate,Balance Maintain
184.16,5.09,118.97,Arid,Sugarcane,8.02,2170.41,9.5,24.72,0,0.91,0,TSP (Triple Super Phosphate),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
67.46,2.52,139.66,Alkaline,Cotton,9.14,1598.77,24,30.2,22.54,3.48,0,DAP (Di-Ammonium Phosphate),Boric Acid + Copper Sulphate,Elemental Sulphur
66.64,6.7,50.84,Arid,Onion,7,356.58,16.75,25.03,66.36,0,63.16,Urea + MOP (Muriate of Potash),Borax + Ferrous Sulphate,Balance Maintain
177.98,65,308.16,Alluvial,Onion,8.11,547.86,27.18,18.7,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ferrous Sulphate,Gypsum
52.95,20.42,139.46,Red,Mustard,6.09,972.55,19.52,21.98,19.05,7.58,0,DAP (Di-Ammonium Phosphate),Borax + Zinc Sulphate,Balance Maintain
42.51,20.04,28.26,Red,Garlic,6.08,755.76,27.55,26.19,29.49,7.96,95.74,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
75.26,57.06,166.32,Red,Wheat,6.02,766.78,19.78,27.5,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Sodium Molybdate,Balance Maintain
81.49,5.43,152.78,Alkaline,Moong,8.75,1320.27,12.18,31.16,8.51,0.57,0,DAP (Di-Ammonium Phosphate),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Gypsum
96.33,11.27,179.78,Alluvial,Cotton,6.57,893.83,20.65,21.41,13.67,0,0,Urea,Boric Acid + Copper Sulphate,Balance Maintain
62.83,33.6,131.48,Red,Onion,6.03,1102.39,24.75,19.45,9.17,0,0,UAN (Urea Ammonium Nitrate),Copper Sulphate + Manganese Sulphate,Balance Maintain
109,4.76,72.59,Black,Mustard,7,722.5,22.47,25.61,6,3.24,74.41,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Manganese Sulphate,Balance Maintain
181.24,4.41,99.23,Arid,Sugarcane,8.15,880.52,7.27,36.37,0,1.59,14.77,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
40.67,17.9,146.45,Red,Mustard,5.88,825.88,24.42,19.94,31.33,10.1,0,DAP (Di-Ammonium Phosphate),Boric Acid + Manganese Sulphate,Dolomitic Lime
186.15,2,117.85,Arid,Ragi,8.34,1310.34,17.65,33.6,0,4,0,MAP (Mono-Ammonium Phosphate),Borax + Ferrous Sulphate,Elemental Sulphur
72.68,10.31,168.69,Alluvial,Moong,6.54,584.24,30.59,28.6,37.32,0,0,Ammonium Chloride,Ferrous Sulphate + Manganese Sulphate,Balance Maintain
126.69,71.9,258.42,Alluvial,Ragi,8.21,251.68,25.88,20.44,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
119.61,2,189.84,Alkaline,Maize,8.95,1465.52,11.81,33.62,0,4,0,TSP (Triple Super Phosphate),Borax + Ferrous Sulphate + Zinc Sulphate,Ferrous Sulphate
140.73,9.01,121.84,Laterite,Soybean,6.39,521.98,22,33.93,0,0,0,Balanced NPK (14-14-14),Boric Acid + Manganese Sulphate,Balance Maintain
74.94,9.68,105.27,Red,Sugarcane,5.16,139.48,20.47,31.5,0,18.32,18.73,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ammonium Molybdate,Hydrated Lime
138.75,7.36,129.82,Laterite,Wheat,6.15,652.37,26.38,33.02,0,1.64,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
145.31,10.73,87.14,Laterite,Maize,5.55,859.03,22.79,34.28,0,0,1.86,SOP (Sulphate of Potash),Manganese Sulphate + Sodium Molybdate,Agricultural Lime
164.95,5.06,102.83,Arid,Jowar,8.33,1599.83,9.67,36.09,0,0.94,11.17,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Ferrous Sulphate + Zinc Sulphate,Ferrous Sulphate
177.64,71.12,184.12,Alluvial,Barley,8.04,465.88,24.4,23.14,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
96.41,11.79,157.28,Alluvial,Rice,6.66,267.1,29.4,21.77,13.59,0,0,Ammonium Nitrate,Copper Sulphate + Ferrous Sulphate,Balance Maintain
131.41,8.47,104.08,Laterite,Onion,6.65,840.32,27.36,27.64,0,0.53,0,DAP (Di-Ammonium Phosphate),Copper Sulphate + Sodium Molybdate,Balance Maintain
112.29,2,183.15,Alluvial,Onion,6.45,936.03,25.93,18.74,0,5.6,0,SSP (Single Super Phosphate),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
87.37,62.86,154.06,Red,Maize,5.86,785.58,21.91,22.58,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ferrous Sulphate,Dolomitic Lime
203.24,66.04,281.39,Arid,Bajra,7.85,450.63,6.1,26.93,0,0,0,Balanced NPK (14-14-14),Boric Acid + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
95.04,7.77,164.99,Alluvial,Onion,6.28,805.25,27.68,30.89,14.96,0,0,Ammonium Chloride,Copper Sulphate + Zinc Sulphate,Balance Maintain
111.41,9.1,182.4,Alluvial,Ragi,6.47,686.2,25.92,21.36,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Zinc Sulphate,Balance Maintain
95.11,2,64.64,Alkaline,Maize,7.77,2234.15,12.46,28.06,0,4,65.36,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Elemental Sulphur
206.24,53.53,305.82,Red,Wheat,8.43,747.32,18.14,18.63,0,0,0,Balanced NPK (14-14-14),Boric Acid + Zinc Sulphate,Aluminium Sulphate
182.9,12.15,182.21,Clayey,Garlic,7.46,1489.98,31.15,28.4,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ammonium Molybdate,Balance Maintain
190.39,43.53,191.01,Clayey,Wheat,7.88,650.1,33.87,31.87,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
