Temperature,Humidity,Moisture,Soil_Type,Crop,Nitrogen,Phosphorus,Potassium,pH,EC(mmhos/cm2),N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,pH_Amendment
38.9,75,67,Laterite,bajra,62,27,33,6.971534247,0.56,Optimal,Low,Low,Sulphate of Potash (SOP),Zinc Sulphate,Sulphur
19.6,59,67,Alluvial,sugarcane,65,91,40,6.971534247,1.19,Optimal,High,Optimal,Monoammonium Phosphate (MAP),Ferrous Sulphate + Zinc Sulphate mixture,Lime
24.8,67,42,Black,wheat,73,7,51,6.971534247,0.53,Optimal,Low,Optimal,Avoid Potash,Borax + Zinc Sulphate mixture,None
15.4,35,87,Arid,moong,81,43,90,6.971534247,1.34,Optimal,Optimal,High,Avoid Phosphate application,Magnesium Sulphate,Lime
24.5,33,54,Black,cotton,99,90,37,6.971534247,0.87,High,High,Optimal,Single Super Phosphate (SSP),Magnesium Sulphate,None
27.7,45,64,Red,garlic,46,10,104,6.971534247,1.45,Optimal,Low,High,Ammonium Nitrate,Magnesium Sulphate,None
24,51,51,Clayey,wheat,92,18,43,6.971534247,0.55,High,Low,Low,Monoammonium Phosphate (MAP),Ferrous Sulphate + Zinc Sulphate mixture,Lime
23.1,92,85,Arid,barley,46,20,96,6.971534247,0.53,Optimal,Low,High,Triple Super Phosphate (TSP),Ferrous Sulphate,None
20.5,70,49,Black,moong,111,66,61,6.971534247,1.2,High,High,Optimal,Ammonium Sulphate,Gypsum + Borax mixture,Sulphur (Tea prefers acidic)
28.3,76,54,Alkaline soil,jowar,65,9,11,6.971534247,1.07,Optimal,Low,Low,Ammonium Nitrate,Zinc Sulphate,Organic matter composts
36.2,80,65,Red,bajra,54,90,57,6.971534247,1.3,Optimal,High,Optimal,Stop P,Gypsum + Borax mixture,None
29.9,61,32,Clayey,jowar,86,56,70,9.42,3.83,High,Optimal,Optimal,Calcium Ammonium Nitrate (CAN),Ammonium Molybdate + Zinc Sulphate mixture,Gypsum
25.5,91,36,Red,soyabean,11,74,95,6.971534247,0.87,Low,High,High,Single Super Phosphate (SSP),Rhizobium Biofertilizer + Zinc Sulphate mixture,None
30.6,81,44,Red,bajra,44,36,85,6.971534247,0.94,Optimal,Optimal,High,Avoid Phosphate application,Ferrous Sulphate,None
24.4,82,68,Black,ragi,50,13,99,9.03,2.95,Optimal,Low,High,Split N doses,Borax + Ammonium Molybdate mixture,Gypsum + Sulphur
22.1,83,43,Laterite,maize,6,99,20,6.971534247,1.49,Low,High,Low,Calcium Ammonium Nitrate (CAN),Ferrous Sulphate + Manganese Sulphate mixture,None
13.2,67,48,Arid,barley,72,66,14,6.971534247,0.53,Optimal,High,Low,Stop P,Gypsum + Borax mixture,Sulphur (Tea prefers acidic)
30,68,52,Clayey,wheat,43,10,40,6.971534247,1.01,Low,Low,Optimal,Stop K,Zinc Sulphate + Borax mixture,None
22.3,71,68,Alkaline soil,garlic,44,85,23,6.971534247,0.84,Low,High,Low,Monoammonium Phosphate (MAP),Borax + Ammonium Molybdate mixture,Compost (Coffee prefers slightly acidic)
33.3,33,30,Clayey,garlic,57,8,26,6.971534247,0.84,Optimal,Low,Low,Avoid Phosphate application,Ferrous Sulphate + Zinc Sulphate mixture,None
26.5,34,18,Laterite,maize,18,81,97,6.971534247,0.8,Low,High,High,Rock Phosphate,Zinc Sulphate + Manganese Sulphate mixture,None
20.9,82,78,Alkaline soil,onion,57,37,6,9.3,3.16,Optimal,Optimal,Low,Urea,Gypsum + Borax mixture,Gypsum
22.3,93,91,Alkaline soil,garlic,128,50,14,6.971534247,0.55,High,Optimal,Low,Reduce N,Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
25.7,75,31,Alluvial,sugarcane,116,94,53,7.2,1.85,High,High,Optimal,Balanced NPK (maintenance),Borax + Ammonium Molybdate mixture,Organic matter composts
24.5,70,58,Clayey,jowar,64,72,24,6.971534247,1.11,Optimal,High,Low,Rock Phosphate,Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum
23.6,75,28,Alkaline soil,onion,54,20,102,6.971534247,1.31,Optimal,Low,High,Split N doses,Gypsum + Borax mixture,None
35,31,71,Alkaline soil,wheat,90,88,47,6.971534247,0.89,High,High,Optimal,Diammonium Phosphate (DAP),Ferrous Sulphate + Zinc Sulphate mixture,None
11.7,83,80,Laterite,moong,46,44,104,6.971534247,0.52,Optimal,Optimal,High,Triple Super Phosphate (TSP),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Organic matter
10.6,30,28,Clayey,wheat,15,19,76,6.971534247,1.41,Low,Low,Optimal,Reduce N,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
25.7,90,22,Red,garlic,25,70,95,6.971534247,1.27,Low,High,High,Rock Phosphate,Ferrous Sulphate + Zinc Sulphate mixture,None
21.9,61,51,Black,mustard,91,93,94,6.971534247,0.71,High,High,High,Rock Phosphate,Manganese Sulphate,Wood ash + Biochar
22.8,49,17,Alkaline soil,mustard,43,101,96,6.971534247,0.61,Optimal,High,High,Rock Phosphate,Borax + Elemental Sulphur mixture,Compost (Coffee prefers slightly acidic)
30.4,44,60,Arid,garlic,99,47,68,6.971534247,0.62,High,Optimal,Optimal,Stop K,Ferrous Sulphate + Zinc Sulphate mixture,None
19.3,32,70,Laterite,sugarcane,114,55,22,9.16,2.81,High,Optimal,Low,Calcium Ammonium Nitrate,Magnesium Sulphate + Zinc Sulphate mixture,Sulphur
34.2,76,46,Clayey,cotton,92,15,111,6.28,1.92,High,Low,High,Rock Phosphate,Magnesium Sulphate,Gypsum
27,91,43,Arid,wheat,52,52,73,8.32,1.05,Optimal,Optimal,Optimal,Balanced NPK (maintenance),Ferrous Sulphate + Zinc Sulphate mixture,Sulphur
27.2,62,71,Laterite,maize,57,62,77,6.971534247,0.89,Optimal,High,Optimal,Diammonium Phosphate (DAP),Rhizobium Biofertilizer + Zinc Sulphate mixture,None
24.4,73,78,Black,barley,91,92,105,6.971534247,0.92,High,High,High,Avoid Phosphate application,Borax + Zinc Sulphate mixture,Compost (Coffee prefers slightly acidic)
25.7,39,63,Black,maize,8,66,92,6.971534247,1.36,Low,High,High,Calcium Ammonium Nitrate (CAN),Ammonium Molybdate + Zinc Sulphate mixture,None
20.1,77,67,Black,barley,65,38,42,6.971534247,0.61,Optimal,Optimal,Optimal,Balanced NPK (maintenance),Ferrous Sulphate,None
36,49,76,Laterite,ragi,16,28,89,6.971534247,1.04,Low,Low,High,Urea,Zinc Sulphate,Wood ash + Biochar
18.3,89,45,Clayey,wheat,73,65,28,6.971534247,0.75,High,High,Low,Avoid Potash,Manganese Sulphate,Sulphur (Tea prefers acidic)
26.7,64,26,Clayey,onion,81,4,46,7.15,2.11,High,Low,Optimal,Diammonium Phosphate (DAP),Ferrous Sulphate + Zinc Sulphate mixture,Organic matter composts
34.1,90,92,Alluvial,ragi,25,22,71,6.971534247,1.33,Low,Low,Optimal,Sulphate of Potash (SOP),Borax + Elemental Sulphur mixture,Sulphur
30.5,66,48,Red,chickpea,21,45,67,6.971534247,0.7,Low,Optimal,Optimal,Balanced NPK (maintenance),Gypsum + Borax mixture,Gypsum + Sulphur
13.7,57,69,Alluvial,mustard,45,22,107,7.93,1.35,Optimal,Low,High,Calcium Ammonium Nitrate (CAN),Borax + Zinc Sulphate mixture,Organic matter composts
18.3,86,61,Laterite,bajra,119,55,53,6.971534247,1.45,High,Optimal,Optimal,Avoid Potash,Borax + Elemental Sulphur mixture,None
23.4,31,47,Arid,onion,26,36,47,6.971534247,0.73,Low,Optimal,Optimal,Monoammonium Phosphate (MAP),Zinc Sulphate,None
26.5,75,46,Alluvial,onion,96,68,98,6.971534247,1.33,High,High,High,Diammonium Phosphate (DAP),Magnesium Sulphate + Zinc Sulphate mixture,Gypsum + Organic matter
33.9,66,62,Black,barley,128,34,60,6.7,2.22,High,Optimal,Optimal,Avoid Potash,Borax + Zinc Sulphate mixture,Gypsum + Sulphur
25.6,56,67,Laterite,jowar,34,26,30,6.971534247,1.48,Low,Low,Low,Balanced NPK (maintenance),Magnesium Sulphate + Zinc Sulphate mixture,None
27.7,36,62,Black,maize,65,12,106,6.971534247,1.17,Optimal,Low,High,Muriate of Potash (MOP),Magnesium Sulphate + Zinc Sulphate mixture,None
27,52,71,Laterite,groundnut,14,53,18,6.971534247,0.6,Low,Optimal,Low,Reduce N,Borax + Ammonium Molybdate mixture,None
15.7,90,65,Black,moong,99,31,15,6.971534247,1.18,High,Optimal,Low,Split N doses,Borax + Ammonium Molybdate mixture,None
32.5,38,49,Alkaline soil,mustard,79,37,24,6.971534247,0.68,Optimal,Optimal,Low,Urea Ammonium Nitrate (UAN),Borax + Ammonium Molybdate mixture,Sulphur
34.4,41,67,Laterite,maize,48,3,117,6.971534247,1.11,Optimal,Low,High,Stop K,Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
23.6,65,60,Clayey,groundnut,34,15,47,6.971534247,0.57,Low,Low,Optimal,Stop P,Gypsum + Borax mixture,Compost (Coffee prefers slightly acidic)
26.2,58,70,Red,rice,87,35,104,6.971534247,1.09,High,Optimal,High,Single Super Phosphate (SSP),Rhizobium Biofertilizer + Zinc Sulphate mixture,Organic matter composts
14.3,88,29,Black,bajra,17,66,92,6.971534247,0.67,Low,High,High,Avoid Phosphate application,Borax + Elemental Sulphur mixture,None
21.8,72,64,Alkaline soil,onion,69,60,121,6.971534247,1.49,Optimal,High,High,Muriate of Potash (MOP),Borax + Elemental Sulphur mixture,None
22.1,83,43,Laterite,maize,6,99,20,6.971534247,1.49,Low,High,Low,Calcium Ammonium Nitrate (CAN),Ferrous Sulphate + Manganese Sulphate mixture,None
20.3,41,28,Alluvial,chickpea,47,40,83,6.971534247,0.72,Optimal,Optimal,High,Reduce N,Zinc Sulphate,Lime
28.5,90,61,Laterite,barley,111,34,16,6.971534247,0.7,High,Optimal,Low,Rock Phosphate,Borax + Ammonium Molybdate mixture,None
23.9,61,69,Alluvial,rice,31,87,107,6.971534247,0.59,Low,High,High,Ammonium Sulphate,Gypsum + Borax mixture,Gypsum
31.6,35,73,Arid,wheat,13,34,19,9.36,4.48,Low,Optimal,Low,Urea Ammonium Nitrate (UAN),Zinc Sulphate + Manganese Sulphate mixture,Sulphur
27.7,57,38,Alkaline soil,ragi,65,93,112,6.971534247,1.49,Optimal,High,High,Calcium Ammonium Nitrate,Gypsum + Borax mixture,None
33.8,70,66,Clayey,wheat,31,29,88,6.971534247,1.21,Low,Optimal,High,Balanced NPK (maintenance),Manganese Sulphate,None
36.9,46,86,Red,rice,44,59,98,9.18,4.06,Optimal,Optimal,High,Muriate of Potash (MOP),Gypsum + Borax mixture,Gypsum
19.1,64,46,Clayey,chickpea,44,67,102,6.971534247,1.39,Optimal,High,High,Stop P,Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
26.3,56,42,Arid,soyabean,34,79,98,6.971534247,1.07,Low,High,High,Sulphate of Potash (SOP),Magnesium Sulphate,Sulphur
26.3,83,35,Alkaline soil,rice,93,21,59,6.971534247,1.39,High,Low,Optimal,Ammonium Nitrate,Borax + Elemental Sulphur mixture,Wood ash + Biochar
21.1,89,74,Alluvial,garlic,99,45,49,6.971534247,1.24,High,Optimal,Optimal,Balanced NPK (maintenance),Ammonium Molybdate + Zinc Sulphate mixture,Wood ash + Biochar
20,93,63,Red,groundnut,13,23,44,6.971534247,0.72,Low,Low,Optimal,Monoammonium Phosphate (MAP),Magnesium Sulphate,Compost (Coffee prefers slightly acidic)
34.5,49,47,Black,maize,75,97,76,6.971534247,0.83,Optimal,High,Optimal,Reduce N,Zinc Sulphate + Borax mixture,Lime
12.8,43,59,Clayey,onion,26,37,41,6.971534247,1.2,Low,Optimal,Optimal,Balanced NPK (maintenance),Zinc Sulphate + Borax mixture,Gypsum + Sulphur
32.1,82,81,Clayey,barley,41,14,90,6.971534247,0.75,Optimal,Low,High,Avoid Phosphate application,Borax + Zinc Sulphate mixture,None
32.8,54,50,Black,groundnut,53,25,63,6.971534247,1.12,Optimal,Low,Optimal,Avoid Phosphate application,Borax + Zinc Sulphate mixture,Wood ash + Biochar
15.4,35,87,Arid,moong,81,43,90,6.971534247,1.34,Optimal,Optimal,High,Avoid Phosphate application,Magnesium Sulphate,Lime
26.2,93,57,Alkaline soil,garlic,33,54,112,6.74,2.19,Low,Optimal,High,Ammonium Sulphate,Magnesium Sulphate,Gypsum + Sulphur
20.1,52,52,Alluvial,garlic,24,78,18,9.21,2.84,Low,High,Low,Ammonium Nitrate,Magnesium Sulphate,Sulphur
22,66,72,Black,barley,18,17,31,6.971534247,0.9,Low,Low,Low,Split N doses,Ferrous Sulphate,Compost (Coffee prefers slightly acidic)
16.3,73,63,Red,ragi,48,37,100,6.971534247,0.84,Optimal,Optimal,High,Stop K,Borax + Ammonium Molybdate mixture,Compost (Coffee prefers slightly acidic)
19.9,50,51,Black,wheat,111,18,113,6.971534247,1.37,High,Low,High,Ammonium Chloride,Ferrous Sulphate,Gypsum + Organic matter
31.1,38,81,Clayey,barley,48,78,45,9.15,4.29,Optimal,High,Optimal,Urea Ammonium Nitrate (UAN),Manganese Sulphate,Sulphur
19.6,93,46,Alluvial,groundnut,91,78,54,6.971534247,0.52,High,High,Optimal,Calcium Ammonium Nitrate (CAN),Magnesium Sulphate,Compost (Coffee prefers slightly acidic)
12.5,33,26,Black,barley,45,87,15,6.971534247,0.62,Optimal,High,Low,Ammonium Sulphate,Magnesium Sulphate + Zinc Sulphate mixture,None
10.6,75,52,Alkaline soil,garlic,32,4,44,9.11,4.32,Low,Low,Optimal,Monoammonium Phosphate (MAP),Rhizobium Biofertilizer + Zinc Sulphate mixture,Organic matter composts
22,66,72,Black,barley,18,17,31,6.971534247,0.9,Low,Low,Low,Split N doses,Ferrous Sulphate,Compost (Coffee prefers slightly acidic)
35.1,77,81,Red,sugarcane,95,55,20,6.971534247,1.07,High,Optimal,Low,Calcium Ammonium Nitrate (CAN),Borax + Zinc Sulphate mixture,None
21.2,39,44,Alluvial,bajra,53,35,100,6.971534247,0.9,Optimal,Optimal,High,Triple Super Phosphate (TSP),Manganese Sulphate,Gypsum
22,33,41,Red,cotton,28,5,90,6.971534247,1.42,Low,Low,High,Avoid N,Zinc Sulphate + Manganese Sulphate mixture,Sulphur (Tea prefers acidic)
19.4,46,75,Alkaline soil,moong,59,9,95,6.971534247,0.69,Optimal,Low,High,Reduce N,Ferrous Sulphate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
17.8,31,44,Alluvial,onion,124,39,66,6.971534247,1.49,High,Optimal,Optimal,Calcium Ammonium Nitrate,Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
24.4,78,50,Clayey,groundnut,64,17,100,6.971534247,1.27,Optimal,Low,High,Balanced NPK (maintenance),Gypsum + Borax mixture,None
28.2,37,89,Black,garlic,117,71,18,6.971534247,1.01,High,High,Low,Urea Ammonium Nitrate (UAN),Zinc Sulphate + Manganese Sulphate mixture,Wood ash + Biochar
23.9,70,59,Black,soyabean,94,66,65,6.971534247,1.05,High,High,Optimal,Balanced NPK (maintenance),Borax + Zinc Sulphate mixture,None
19.5,88,57,Alluvial,jowar,111,20,83,6.971534247,1.28,High,Low,Optimal,Split N doses,Zinc Sulphate + Manganese Sulphate mixture,None
33.1,70,48,Laterite,maize,13,29,85,6.971534247,0.61,Low,Optimal,High,Balanced NPK (maintenance),Borax + Elemental Sulphur mixture,None
11.7,41,66,Arid,cotton,71,21,43,6.971534247,1.2,Optimal,Low,Optimal,Stop P,Manganese Sulphate,Sulphur
22.4,34,81,Arid,wheat,83,14,69,6.971534247,0.68,High,Low,Optimal,Muriate of Potash (MOP),Manganese Sulphate,None
18.2,91,30,Alluvial,soyabean,90,61,70,6.971534247,1.49,High,Optimal,Optimal,Ammonium Nitrate,Zinc Sulphate,Compost (Coffee prefers slightly acidic)
28.5,65,78,Laterite,sugarcane,34,4,91,6.971534247,0.6,Low,Low,High,Urea,Magnesium Sulphate,None
29.9,94,46,Alluvial,moong,108,54,63,6.971534247,1.02,High,Optimal,Optimal,Split N doses,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
22.4,47,31,Alkaline soil,maize,57,93,32,6.971534247,0.73,Optimal,High,Low,Reduce N,Zinc Sulphate + Manganese Sulphate mixture,Lime
30.8,32,55,Alluvial,soyabean,81,47,26,9.1,4.18,High,Optimal,Low,Sulphate of Potash (SOP),Gypsum + Borax mixture,Gypsum + Sulphur
29.9,81,32,Black,garlic,92,62,113,9.19,3.55,High,High,High,Balanced NPK (maintenance),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum
20.5,34,28,Alluvial,wheat,104,65,74,7.1,1.2,High,High,Optimal,Rock Phosphate,Zinc Sulphate,Sulphur
26,93,65,Alluvial,ragi,22,53,24,9.13,2.23,Low,Optimal,Low,Triple Super Phosphate (TSP),Magnesium Sulphate,Sulphur
29.1,65,72,Alkaline soil,groundnut,54,89,94,6.971534247,0.83,Optimal,High,High,Split N doses,Borax + Ammonium Molybdate mixture,None
22.7,38,46,Red,wheat,26,91,106,6.971534247,1.02,Low,High,High,Calcium Ammonium Nitrate,Borax + Ammonium Molybdate mixture,Lime
25.6,35,63,Red,rice,65,19,86,6.971534247,1.24,Optimal,Low,High,Balanced NPK (maintenance),Ferrous Sulphate + Zinc Sulphate mixture,None
26.7,90,46,Red,maize,63,52,93,6.971534247,1.34,Optimal,Optimal,High,Rock Phosphate,Zinc Sulphate + Borax mixture,None
24.5,48,57,Red,bajra,99,8,92,9.35,3.61,High,Low,High,Stop P,Manganese Sulphate,Sulphur
22.2,84,30,Alluvial,sugarcane,29,28,26,6.971534247,1.4,Low,Low,Low,Single Super Phosphate (SSP),Borax + Elemental Sulphur mixture,None
28.3,76,54,Alkaline soil,jowar,65,9,11,6.971534247,1.07,Optimal,Low,Low,Ammonium Nitrate,Zinc Sulphate,Organic matter composts
22.3,48,67,Laterite,cotton,113,73,115,6.971534247,1.42,High,High,High,Calcium Ammonium Nitrate,Ferrous Sulphate,None
34.6,48,31,Clayey,rice,32,24,40,9.11,3.71,Low,Low,Low,Urea,Borax + Ammonium Molybdate mixture,Sulphur
16,90,67,Arid,moong,61,43,56,6.971534247,0.97,Optimal,Optimal,Optimal,Single Super Phosphate (SSP),Borax + Ammonium Molybdate mixture,Sulphur (Tea prefers acidic)
21.8,67,87,Arid,jowar,82,15,72,6.971534247,1.36,High,Low,Optimal,Ammonium Chloride,Gypsum + Borax mixture,None
37.6,59,82,Red,mustard,36,17,115,6.971534247,1.4,Optimal,Low,High,Urea,Zinc Sulphate + Borax mixture,Lime
21.9,61,65,Laterite,maize,64,80,65,6.971534247,0.64,Optimal,High,Optimal,Ammonium Sulphate,Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
32.7,32,65,Alkaline soil,soyabean,119,17,38,6.75,1.07,High,Low,Optimal,Stop K,Gypsum + Borax mixture,Sulphur
31.8,61,23,Red,mustard,81,15,24,6.46,1.47,Optimal,Low,Low,Ammonium Chloride,Borax + Elemental Sulphur mixture,Organic matter composts
26.9,83,22,Alluvial,groundnut,23,46,121,9.47,3.25,Low,Optimal,High,Muriate of Potash (MOP),Magnesium Sulphate,Gypsum + Sulphur
31.2,34,68,Red,sugarcane,118,14,66,6.971534247,1.17,High,Low,Optimal,Stop K,Borax + Elemental Sulphur mixture,None
15.3,53,87,Black,bajra,8,11,93,6.971534247,1.19,Low,Low,High,Rock Phosphate,Borax + Zinc Sulphate mixture,None
16.1,38,65,Alluvial,bajra,11,79,49,6.971534247,0.9,Low,High,Optimal,Urea Ammonium Nitrate (UAN),Ferrous Sulphate + Zinc Sulphate mixture,Gypsum + Organic matter
25.9,56,74,Arid,chickpea,58,9,76,6.971534247,1.35,Optimal,Low,Optimal,Balanced NPK (maintenance),Zinc Sulphate,Lime
23.8,90,33,Laterite,mustard,87,19,84,8.06,1.79,Optimal,Low,Optimal,Calcium Ammonium Nitrate (CAN),Ferrous Sulphate + Zinc Sulphate mixture,Gypsum
26.5,75,46,Alluvial,onion,96,68,98,6.971534247,1.33,High,High,High,Diammonium Phosphate (DAP),Magnesium Sulphate + Zinc Sulphate mixture,Gypsum + Organic matter
21.6,65,72,Arid,groundnut,100,88,111,6.971534247,0.65,High,High,High,Split N doses,Magnesium Sulphate,Sulphur (Tea prefers acidic)
31.2,38,43,Laterite,soyabean,99,64,20,7.47,2.24,High,High,Low,Split N doses,Zinc Sulphate + Manganese Sulphate mixture,Gypsum
12.5,74,68,Alkaline soil,soyabean,22,66,21,6.971534247,0.76,Low,High,Low,Single Super Phosphate (SSP),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum
31.9,42,77,Red,moong,20,4,105,6.971534247,1.21,Low,Low,High,Ammonium Sulphate,Manganese Sulphate,None
19.5,48,57,Alkaline soil,maize,112,34,36,6.971534247,1.41,High,Optimal,Optimal,Avoid N,Magnesium Sulphate,None
15,84,90,Alluvial,chickpea,86,46,75,6.971534247,0.89,Optimal,Optimal,Optimal,Ammonium Nitrate,Ammonium Molybdate + Zinc Sulphate mixture,None
11.2,77,63,Clayey,cotton,30,30,58,6.28,1.03,Low,Low,Optimal,Urea Ammonium Nitrate (UAN),Magnesium Sulphate + Zinc Sulphate mixture,Organic matter composts
27.3,76,40,Alluvial,onion,114,92,66,9.2,2.17,High,High,Optimal,Urea,Borax + Ammonium Molybdate mixture,Gypsum + Sulphur
37.7,40,57,Alluvial,sugarcane,77,97,54,9.04,4.1,Optimal,High,Optimal,Avoid N,Borax + Zinc Sulphate mixture,Sulphur
28.3,70,31,Arid,bajra,105,38,86,8.09,1.89,High,Optimal,High,Balanced NPK (maintenance),Zinc Sulphate + Manganese Sulphate mixture,Sulphur
34.5,68,82,Clayey,bajra,59,13,58,9.08,3.11,Optimal,Low,Optimal,Balanced NPK (maintenance),Zinc Sulphate,Gypsum + Sulphur
22.9,67,76,Alluvial,wheat,104,97,30,6.971534247,1.07,High,High,Low,Split N doses,Magnesium Sulphate + Zinc Sulphate mixture,None
22,35,58,Laterite,ragi,32,60,41,6.971534247,1.34,Low,High,Optimal,Calcium Ammonium Nitrate (CAN),Ferrous Sulphate + Manganese Sulphate mixture,None
28.5,46,61,Arid,ragi,81,45,54,6.971534247,1.39,Optimal,Optimal,Optimal,Urea,Magnesium Sulphate + Zinc Sulphate mixture,None
30.3,44,59,Alkaline soil,bajra,69,27,64,8.42,1.39,Optimal,Low,Optimal,Urea,Borax + Ammonium Molybdate mixture,Gypsum + Sulphur
22.1,39,74,Arid,jowar,13,65,66,6.971534247,1.32,Low,High,Optimal,Ammonium Chloride,Borax + Elemental Sulphur mixture,None
26.3,66,34,Arid,chickpea,105,74,61,6.971534247,0.72,High,High,Optimal,Diammonium Phosphate (DAP),Borax + Zinc Sulphate mixture,None
33.5,57,35,Black,jowar,82,91,48,6.971534247,1.3,High,High,Optimal,Reduce N,Magnesium Sulphate + Zinc Sulphate mixture,Gypsum + Organic matter
26.3,34,40,Black,onion,52,81,42,9.21,2.98,Optimal,High,Low,Ammonium Sulphate,Ferrous Sulphate + Zinc Sulphate mixture,Sulphur
27.7,39,85,Alluvial,bajra,21,21,28,6.971534247,1.34,Low,Low,Low,Diammonium Phosphate (DAP),Ammonium Molybdate + Zinc Sulphate mixture,None
21.3,54,75,Alluvial,mustard,71,83,62,6.971534247,1.05,Optimal,High,Optimal,Avoid N,Borax + Elemental Sulphur mixture,None
31,59,94,Clayey,groundnut,121,81,38,6.971534247,1.29,High,High,Low,Ammonium Sulphate,Ferrous Sulphate + Manganese Sulphate mixture,Lime
26.8,44,77,Clayey,barley,72,40,40,6.971534247,1.08,High,Optimal,Low,Ammonium Sulphate,Zinc Sulphate,None
20.6,47,42,Red,jowar,116,24,111,6.971534247,1.34,High,Low,High,Urea,Zinc Sulphate + Borax mixture,None
32.1,64,83,Laterite,mustard,109,13,73,6.971534247,0.78,High,Low,Optimal,Triple Super Phosphate (TSP),Ferrous Sulphate + Manganese Sulphate mixture,None
23.1,82,70,Red,ragi,56,33,59,6.971534247,1.45,Optimal,Optimal,Optimal,Rock Phosphate,Ferrous Sulphate + Zinc Sulphate mixture,Lime
23.8,57,56,Black,garlic,42,68,23,6.971534247,0.94,Low,High,Low,Urea,Ferrous Sulphate + Manganese Sulphate mixture,None
27,85,61,Clayey,cotton,87,6,61,6.971534247,1.07,High,Low,Optimal,Rock Phosphate,Borax + Zinc Sulphate mixture,None
21.7,30,35,Laterite,sugarcane,78,82,34,6.68,1.88,Optimal,High,Low,Avoid N,Ammonium Molybdate + Zinc Sulphate mixture,Sulphur
26.7,78,40,Red,groundnut,114,65,84,6.971534247,1.04,High,High,High,Ammonium Sulphate,Ferrous Sulphate + Manganese Sulphate mixture,None
18.2,52,71,Red,rice,13,61,78,6.971534247,0.98,Low,Optimal,High,Split N doses,Gypsum + Borax mixture,Lime
26.6,81,88,Laterite,moong,112,18,120,6.971534247,0.83,High,Low,High,Ammonium Sulphate,Magnesium Sulphate + Zinc Sulphate mixture,Gypsum + Sulphur
19.6,70,61,Alluvial,mustard,50,73,69,6.971534247,0.98,Optimal,High,Optimal,Stop K,Borax + Zinc Sulphate mixture,Gypsum
37.2,32,57,Laterite,mustard,36,38,89,6.971534247,0.82,Optimal,Optimal,High,Urea,Zinc Sulphate + Borax mixture,Wood ash + Biochar
