Nitrogen(mg/kg),Phosphorus(mg/kg),Potassium(mg/kg),Crop_Type,pH,Electrical_Conductivity,Soil_Moisture,Soil_Temperture,N_Status,P_Status,K_Status,Primary_Fertilizer,pH_Amendment
112,33,64,Jowar,6.23,1512,54,26,Optimal,Optimal,Low,balanced_npk_maintenance,Wood Ash
53,33,192,Mustard,7.12,1688,80,22,Optimal,Low,Optimal,potassium_carbonate,Aluminium Sulphate
130,10,130,Groundnut,6.55,1195,74,26,Low,Optimal,Optimal,rock_phosphate,Hydrated Lime
64,14,88,Rice,7.72,1570,79,23,Low,Optimal,Low,potassium_magnesium_sulphate,Wood Ash
189,11,108,Ragi,8.37,3304,57,28,Optimal,Low,Low,potassium_magnesium_sulphate,Ferrous Sulphate
112,12,131,Moong,6.54,2836,68,18,Low,Optimal,Low,potassium_magnesium_sulphate,Dolomite
165,19,88,Jowar,7.45,2746,58,16,Low,Low,Low,potassium_nitrate,Wood Ash
44,32,72,Maize,6.39,1645,80,21,Low,Low,Optimal,urea_dap_mixture,Ammonium Sulphate
92,27,116,Garlic,7.04,2556,62,21,Low,Optimal,Optimal,urea_dap_mixture,Aluminium Sulphate
179,20,111,Jowar,5.84,1348,54,18,Optimal,Low,Low,urea_mop_mixture,Aluminium Sulphate
146,34,85,Soybean,6.39,2285,75,26,Optimal,Low,Low,urea_ammonium_nitrate_uan,Aluminium Sulphate
59,23,72,Cotton,5.58,976,60,25,Optimal,Optimal,Optimal,potassium_nitrate,Wood Ash
75,19,74,Onion,6.24,1552,76,20,Optimal,Optimal,Low,rock_phosphate,Ammonium Sulphate
48,15,117,Soybean,7.98,859,68,20,Optimal,Optimal,Optimal,urea_mop_mixture,Aluminium Sulphate
158,16,137,Garlic,5.74,3474,69,20,Optimal,Low,Optimal,ammonium_nitrate,Dolomite
68,16,139,Mustard,5.85,1668,68,18,Low,Optimal,Optimal,dap_mop_mixture,Balance Maintain
40,26,189,Onion,8.04,2737,54,30,Optimal,Optimal,Low,calcium_ammonium_nitrate_can,Ferrous Sulphate
53,14,133,Chickpea,8.49,3453,76,17,Low,Optimal,Low,diammonium_phosphate_dap,Ferrous Sulphate
106,33,89,Garlic,6.34,3396,69,22,Optimal,Low,Optimal,triple_super_phosphate_tsp,Balance Maintain
122,18,170,Bajra,7.65,1404,73,15,Optimal,Optimal,Optimal,balanced_npk_maintenance,Ammonium Sulphate
110,26,149,Wheat,6.91,1841,62,29,Optimal,Optimal,Low,single_super_phosphate_ssp,Quicklime
139,26,199,Jowar,6.53,1561,60,29,Optimal,Low,Low,triple_super_phosphate_tsp,Dolomite
40,23,86,Barley,5.73,2762,54,29,Optimal,Low,Low,ammonium_nitrate,Quicklime
188,12,146,Ragi,6.31,1843,71,15,Optimal,Low,Low,balanced_npk_maintenance,Aluminium Sulphate
175,31,179,Garlic,6.71,2230,50,21,Optimal,Optimal,Low,potassium_carbonate,Gypsum
140,22,186,Maize,7.22,2925,72,28,Low,Optimal,Low,ammonium_nitrate,Dolomite
166,24,72,Wheat,6.93,2265,71,30,Optimal,Optimal,Low,urea_ammonium_nitrate_uan,Hydrated Lime
65,25,197,Ragi,6.27,2239,54,23,Low,Optimal,Low,urea,Wood Ash
175,11,106,Maize,5.77,1909,59,25,Optimal,Low,Low,monoammonium_phosphate_map,Quicklime
47,14,149,Onion,5.84,2900,68,24,Optimal,Low,Optimal,ammonium_sulphate,Aluminium Sulphate
49,18,127,Chickpea,6.22,1151,71,18,Optimal,Optimal,Low,muriate_of_potash_mop,Quicklime
46,30,189,Garlic,6.47,2719,69,16,Optimal,Low,Low,ammonium_chloride,Gypsum
167,14,150,Sugarcane,7.44,1174,77,29,Optimal,Optimal,Optimal,potassium_nitrate,Wood Ash
159,11,71,Cotton,8.08,2850,53,20,Optimal,Low,Optimal,triple_super_phosphate_tsp,Quicklime
89,13,127,Barley,8.34,3289,56,17,Low,Low,Low,urea_mop_mixture,Elemental Sulphur
57,22,134,Onion,8.11,2304,67,18,Optimal,Optimal,Low,monoammonium_phosphate_map,Dolomite
178,16,67,Barley,7.47,1889,63,27,Optimal,Low,Low,dap_mop_mixture,Ferrous Sulphate
128,27,66,Onion,5.69,3116,62,25,Low,Low,Low,urea_ammonium_nitrate_uan,Elemental Sulphur
126,19,112,Groundnut,5.57,1397,66,30,Optimal,Low,Low,potassium_magnesium_sulphate,Hydrated Lime
60,17,168,Barley,7.58,1714,74,17,Optimal,Low,Optimal,potassium_magnesium_sulphate,Ferrous Sulphate
118,12,103,Jowar,6.81,3336,61,25,Optimal,Low,Optimal,single_super_phosphate_ssp,Agricultural Lime
136,35,133,Garlic,6.83,1444,61,27,Low,Optimal,Low,potassium_nitrate,Gypsum
193,13,105,Mustard,6.33,3463,79,28,Low,Optimal,Optimal,ammonium_nitrate,Quicklime
70,18,122,Chickpea,6.27,3242,72,21,Optimal,Low,Low,urea,Gypsum
76,24,164,Moong,7.51,2627,53,17,Optimal,Optimal,Optimal,triple_super_phosphate_tsp,Ferrous Sulphate
100,35,181,Bajra,6.72,2026,57,20,Optimal,Low,Optimal,urea_mop_mixture,Aluminium Sulphate
153,17,162,Soybean,8.16,3403,73,25,Optimal,Optimal,Optimal,potassium_nitrate,Ferrous Sulphate
92,29,85,Mustard,6.53,1139,72,29,Low,Low,Low,potassium_carbonate,Balance Maintain
72,22,128,Sugarcane,7.32,2255,59,22,Optimal,Optimal,Optimal,urea,Quicklime
152,11,134,Wheat,6.55,1289,53,18,Low,Optimal,Optimal,potassium_nitrate,Wood Ash
40,29,189,Rice,7.24,1689,67,25,Low,Optimal,Optimal,urea_mop_mixture,Elemental Sulphur
146,20,190,Jowar,7.0,2205,53,22,Low,Optimal,Low,muriate_of_potash_mop,Gypsum
162,20,179,Chickpea,5.79,1900,78,16,Low,Low,Low,urea_ammonium_nitrate_uan,Dolomite
125,35,149,Garlic,5.99,1578,76,15,Optimal,Optimal,Low,ammonium_sulphate,Quicklime
167,18,173,Groundnut,6.34,3160,79,15,Optimal,Low,Optimal,potassium_magnesium_sulphate,Quicklime
86,21,168,Groundnut,6.44,1117,68,26,Low,Low,Low,ammonium_sulphate,Quicklime
55,13,87,Wheat,8.21,3212,54,29,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Ammonium Sulphate
117,15,170,Ragi,8.22,1522,61,20,Low,Optimal,Optimal,potassium_magnesium_sulphate,Balance Maintain
163,14,148,Mustard,7.84,1093,55,22,Optimal,Low,Optimal,triple_super_phosphate_tsp,Balance Maintain
165,27,188,Groundnut,8.33,1394,76,30,Low,Low,Optimal,rock_phosphate,Gypsum
107,12,146,Bajra,8.02,1404,52,20,Low,Low,Low,ammonium_nitrate,Wood Ash
80,12,124,Onion,8.17,3065,77,23,Optimal,Low,Optimal,triple_super_phosphate_tsp,Ferrous Sulphate
124,19,159,Chickpea,7.51,3244,50,25,Low,Optimal,Low,dap_mop_mixture,Aluminium Sulphate
71,34,116,Moong,6.74,2816,78,28,Low,Optimal,Low,muriate_of_potash_mop,Hydrated Lime
179,18,166,Onion,7.89,2456,71,23,Low,Optimal,Optimal,dap_mop_mixture,Quicklime
48,19,163,Onion,8.07,2388,51,22,Optimal,Low,Low,balanced_npk_maintenance,Hydrated Lime
146,28,156,Chickpea,8.23,2585,52,27,Optimal,Low,Optimal,diammonium_phosphate_dap,Hydrated Lime
165,33,145,Soybean,6.05,2406,55,19,Low,Low,Optimal,sulphate_of_potash_sop,Hydrated Lime
164,16,162,Mustard,8.2,2979,74,24,Optimal,Low,Low,ammonium_chloride,Hydrated Lime
169,19,160,Ragi,6.97,2622,60,22,Optimal,Low,Low,potassium_magnesium_sulphate,Balance Maintain
63,13,85,Wheat,6.0,3228,64,16,Low,Low,Low,ammonium_chloride,Ammonium Sulphate
165,17,96,Rice,7.11,3123,73,22,Optimal,Optimal,Low,muriate_of_potash_mop,Elemental Sulphur
81,21,63,Ragi,7.48,2895,52,25,Low,Optimal,Optimal,rock_phosphate,Gypsum
129,11,132,Sugarcane,7.01,2520,50,20,Optimal,Optimal,Low,urea_dap_mixture,Dolomite
154,21,192,Soybean,8.22,1174,74,16,Optimal,Low,Low,potassium_magnesium_sulphate,Aluminium Sulphate
121,34,151,Rice,5.76,3251,60,27,Low,Low,Optimal,sulphate_of_potash_sop,Quicklime
42,25,122,Soybean,6.75,820,63,23,Low,Optimal,Optimal,rock_phosphate,Quicklime
84,26,175,Onion,6.34,3054,71,21,Low,Optimal,Optimal,muriate_of_potash_mop,Gypsum
129,20,110,Maize,5.68,1741,74,19,Low,Optimal,Low,diammonium_phosphate_dap,Ammonium Sulphate
130,28,145,Sugarcane,5.83,2955,55,20,Low,Low,Low,triple_super_phosphate_tsp,Balance Maintain
166,31,140,Barley,7.61,2944,77,28,Low,Optimal,Low,balanced_npk_maintenance,Agricultural Lime
199,27,106,Soybean,6.89,2043,59,26,Optimal,Low,Low,rock_phosphate,Dolomite
159,16,143,Soybean,5.68,2383,66,20,Optimal,Optimal,Optimal,potassium_carbonate,Agricultural Lime
159,25,111,Bajra,7.82,3363,80,18,Optimal,Optimal,Low,dap_mop_mixture,Quicklime
43,26,156,Groundnut,7.81,2580,77,18,Optimal,Low,Low,sulphate_of_potash_sop,Ferrous Sulphate
104,30,120,Garlic,8.39,2604,71,23,Optimal,Optimal,Low,ammonium_nitrate,Ferrous Sulphate
147,12,109,Chickpea,6.31,3148,51,20,Low,Optimal,Low,rock_phosphate,Aluminium Sulphate
98,15,89,Barley,5.95,2280,50,26,Optimal,Optimal,Optimal,sulphate_of_potash_sop,Aluminium Sulphate
143,13,197,Ragi,8.37,3159,60,20,Low,Optimal,Low,single_super_phosphate_ssp,Dolomite
56,34,90,Rice,5.97,1069,80,27,Optimal,Optimal,Optimal,sulphate_of_potash_sop,Ammonium Sulphate
75,35,111,Soybean,8.42,3001,78,16,Optimal,Optimal,Low,urea_mop_mixture,Aluminium Sulphate
144,13,98,Garlic,6.05,2288,65,22,Low,Low,Low,ammonium_nitrate,Balance Maintain
172,13,100,Onion,7.68,908,64,22,Optimal,Optimal,Low,potassium_nitrate,Hydrated Lime
108,12,109,Wheat,8.39,2158,79,25,Optimal,Low,Low,urea_ammonium_nitrate_uan,Balance Maintain
193,22,117,Mustard,5.8,1814,50,27,Low,Low,Optimal,calcium_ammonium_nitrate_can,Elemental Sulphur
69,24,77,Garlic,7.5,2482,61,19,Low,Optimal,Optimal,ammonium_chloride,Gypsum
61,22,63,Rice,5.56,1973,57,22,Optimal,Low,Optimal,ammonium_chloride,Aluminium Sulphate
74,19,123,Sugarcane,8.02,3497,80,16,Optimal,Low,Low,rock_phosphate,Quicklime
72,23,164,Garlic,7.69,3308,53,28,Low,Low,Low,urea,Quicklime
147,11,168,Sugarcane,6.69,3200,55,15,Optimal,Optimal,Optimal,dap_mop_mixture,Aluminium Sulphate
56,14,141,Onion,7.28,1251,50,28,Optimal,Low,Optimal,urea_mop_mixture,Ferrous Sulphate
81,16,159,Rice,8.2,2286,73,18,Low,Optimal,Optimal,ammonium_nitrate,Ammonium Sulphate
186,35,76,Garlic,6.65,1718,55,20,Optimal,Low,Low,dap_mop_mixture,Dolomite
134,10,100,Moong,7.23,3097,61,16,Low,Low,Low,ammonium_chloride,Elemental Sulphur
88,24,104,Soybean,5.8,1388,60,25,Optimal,Optimal,Optimal,potassium_carbonate,Hydrated Lime
111,10,164,Ragi,7.28,2698,65,27,Low,Optimal,Optimal,potassium_carbonate,Ammonium Sulphate
167,22,66,Chickpea,6.32,2123,74,17,Optimal,Optimal,Optimal,urea,Aluminium Sulphate
140,14,165,Chickpea,7.94,1818,72,19,Low,Optimal,Optimal,ammonium_nitrate,Dolomite
61,10,165,Barley,5.7,2815,52,15,Low,Optimal,Optimal,potassium_magnesium_sulphate,Gypsum
92,15,187,Cotton,6.87,3179,70,27,Low,Optimal,Low,single_super_phosphate_ssp,Ferrous Sulphate
173,24,164,Bajra,6.39,3165,72,20,Low,Optimal,Low,triple_super_phosphate_tsp,Hydrated Lime
161,13,130,Chickpea,7.74,904,73,27,Optimal,Low,Optimal,urea,Wood Ash
132,29,133,Groundnut,6.51,1561,71,28,Low,Low,Low,ammonium_chloride,Ammonium Sulphate
91,11,79,Barley,7.92,1117,63,15,Optimal,Low,Optimal,calcium_ammonium_nitrate_can,Balance Maintain
65,22,150,Jowar,7.03,2545,71,18,Optimal,Low,Low,ammonium_sulphate,Hydrated Lime
73,27,149,Moong,6.2,2210,64,25,Low,Low,Low,diammonium_phosphate_dap,Wood Ash
158,19,183,Chickpea,5.64,1796,64,21,Optimal,Low,Low,single_super_phosphate_ssp,Gypsum
96,22,139,Onion,6.42,1793,51,17,Optimal,Low,Optimal,urea_mop_mixture,Elemental Sulphur
112,19,171,Onion,7.35,2750,80,28,Low,Low,Low,sulphate_of_potash_sop,Aluminium Sulphate
135,13,112,Onion,8.12,3300,74,17,Low,Low,Optimal,potassium_nitrate,Ammonium Sulphate
59,33,85,Wheat,5.71,2189,65,23,Low,Low,Low,potassium_carbonate,Agricultural Lime
85,20,102,Onion,6.87,2402,55,28,Optimal,Optimal,Optimal,ammonium_chloride,Dolomite
151,28,88,Rice,8.44,2951,75,17,Low,Optimal,Optimal,triple_super_phosphate_tsp,Ammonium Sulphate
187,24,78,Rice,8.46,2015,63,24,Optimal,Low,Optimal,urea_dap_mixture,Wood Ash
137,19,100,Chickpea,6.43,1321,70,22,Low,Optimal,Optimal,calcium_ammonium_nitrate_can,Wood Ash
89,28,95,Cotton,6.9,1819,57,22,Low,Low,Low,ammonium_chloride,Dolomite
165,25,146,Chickpea,7.98,2958,66,30,Optimal,Optimal,Optimal,potassium_carbonate,Dolomite
152,21,190,Groundnut,7.32,1828,61,24,Low,Optimal,Low,urea_ammonium_nitrate_uan,Elemental Sulphur
197,17,103,Bajra,8.04,2218,58,21,Low,Optimal,Optimal,diammonium_phosphate_dap,Quicklime
83,34,127,Maize,5.71,2165,58,16,Optimal,Low,Optimal,rock_phosphate,Balance Maintain
149,34,121,Barley,8.49,2540,68,28,Optimal,Optimal,Low,triple_super_phosphate_tsp,Quicklime
77,34,80,Sugarcane,5.56,2026,80,27,Low,Optimal,Low,potassium_carbonate,Gypsum
190,31,125,Soybean,7.36,3114,52,23,Optimal,Optimal,Optimal,single_super_phosphate_ssp,Hydrated Lime
159,18,88,Barley,6.83,3369,62,30,Low,Low,Low,sulphate_of_potash_sop,Wood Ash
82,34,130,Cotton,7.4,2634,73,17,Optimal,Low,Optimal,urea_ammonium_nitrate_uan,Gypsum
192,19,102,Rice,7.53,2416,60,28,Optimal,Low,Low,urea_dap_mixture,Hydrated Lime
160,27,186,Sugarcane,8.02,1327,76,20,Low,Low,Low,urea_ammonium_nitrate_uan,Dolomite
82,19,165,Sugarcane,6.31,3257,70,20,Optimal,Low,Low,rock_phosphate,Wood Ash
78,17,123,Jowar,7.8,934,62,26,Optimal,Low,Optimal,urea,Ferrous Sulphate
170,28,138,Sugarcane,8.18,2472,55,21,Low,Low,Optimal,muriate_of_potash_mop,Elemental Sulphur
177,13,73,Onion,5.97,2847,70,26,Low,Low,Low,ammonium_nitrate,Aluminium Sulphate
123,24,61,Onion,7.23,2655,58,20,Low,Optimal,Optimal,urea,Wood Ash
94,30,99,Maize,6.58,3288,55,21,Low,Low,Low,sulphate_of_potash_sop,Wood Ash
62,14,169,Ragi,6.36,1103,59,15,Low,Optimal,Low,urea_ammonium_nitrate_uan,Gypsum
154,28,86,Cotton,7.84,1992,60,17,Low,Low,Optimal,urea_mop_mixture,Hydrated Lime
45,13,112,Ragi,6.7,853,53,20,Optimal,Optimal,Optimal,urea,Agricultural Lime
191,16,86,Moong,6.64,3179,73,27,Low,Low,Optimal,balanced_npk_maintenance,Hydrated Lime
163,16,153,Wheat,8.12,1185,64,19,Optimal,Optimal,Optimal,sulphate_of_potash_sop,Hydrated Lime
128,10,78,Moong,5.92,1768,52,19,Optimal,Low,Low,urea_ammonium_nitrate_uan,Hydrated Lime
68,17,199,Groundnut,7.32,3222,56,21,Low,Low,Optimal,diammonium_phosphate_dap,Ammonium Sulphate
192,33,73,Chickpea,6.23,3452,51,16,Low,Optimal,Low,ammonium_chloride,Elemental Sulphur
94,15,133,Bajra,8.05,1147,59,29,Optimal,Optimal,Optimal,ammonium_nitrate,Hydrated Lime
124,22,128,Garlic,7.68,1166,69,27,Optimal,Optimal,Optimal,urea_mop_mixture,Quicklime
68,13,117,Barley,7.31,2444,67,26,Low,Low,Low,potassium_nitrate,Elemental Sulphur
72,34,94,Garlic,7.3,889,68,25,Optimal,Low,Low,potassium_magnesium_sulphate,Ferrous Sulphate
61,23,154,Barley,7.47,2286,78,29,Low,Optimal,Low,ammonium_chloride,Ammonium Sulphate
93,19,196,Ragi,7.62,1744,64,28,Low,Low,Optimal,diammonium_phosphate_dap,Ammonium Sulphate
188,12,103,Cotton,7.75,1041,69,30,Optimal,Low,Low,sulphate_of_potash_sop,Wood Ash
141,33,127,Chickpea,7.79,2009,68,20,Optimal,Low,Low,calcium_ammonium_nitrate_can,Balance Maintain
197,10,144,Onion,8.49,1958,64,24,Optimal,Low,Low,sulphate_of_potash_sop,Dolomite
115,27,85,Soybean,6.9,2046,68,23,Optimal,Low,Optimal,potassium_nitrate,Aluminium Sulphate
49,22,79,Mustard,6.22,1844,69,30,Low,Low,Low,rock_phosphate,Gypsum
171,12,79,Sugarcane,6.76,2974,77,29,Optimal,Optimal,Optimal,urea_ammonium_nitrate_uan,Wood Ash
55,33,111,Mustard,7.32,3427,59,24,Low,Optimal,Low,dap_mop_mixture,Gypsum
153,13,88,Jowar,6.04,1592,79,20,Optimal,Low,Optimal,urea,Wood Ash
147,30,187,Rice,7.58,2032,56,23,Low,Low,Optimal,diammonium_phosphate_dap,Agricultural Lime
200,32,187,Soybean,7.8,3396,62,17,Low,Low,Low,ammonium_sulphate,Dolomite
143,26,121,Ragi,7.68,3007,66,25,Optimal,Optimal,Low,diammonium_phosphate_dap,Balance Maintain
82,17,167,Jowar,7.79,3369,76,27,Low,Optimal,Low,dap_mop_mixture,Ammonium Sulphate
88,11,121,Moong,8.48,1822,59,17,Low,Low,Optimal,monoammonium_phosphate_map,Dolomite
147,26,85,Groundnut,6.9,2418,79,15,Optimal,Optimal,Optimal,diammonium_phosphate_dap,Agricultural Lime
56,35,142,Soybean,8.42,1820,79,29,Optimal,Optimal,Low,triple_super_phosphate_tsp,Hydrated Lime
112,10,63,Ragi,6.05,3360,54,22,Low,Low,Optimal,triple_super_phosphate_tsp,Ferrous Sulphate
189,20,182,Ragi,5.91,2119,51,29,Low,Low,Optimal,rock_phosphate,Gypsum
177,29,68,Cotton,8.47,937,56,15,Optimal,Low,Low,potassium_magnesium_sulphate,Hydrated Lime
96,14,70,Sugarcane,7.4,1384,68,22,Low,Low,Optimal,dap_mop_mixture,Hydrated Lime
178,19,164,Soybean,8.31,2937,52,30,Optimal,Low,Optimal,single_super_phosphate_ssp,Hydrated Lime
87,30,101,Onion,7.21,1358,59,23,Low,Low,Low,balanced_npk_maintenance,Agricultural Lime
190,25,141,Chickpea,6.2,1700,70,20,Low,Optimal,Low,dap_mop_mixture,Dolomite
53,25,181,Jowar,6.74,1040,65,30,Low,Optimal,Low,calcium_ammonium_nitrate_can,Ammonium Sulphate
168,13,68,Wheat,6.55,3177,73,21,Low,Low,Optimal,muriate_of_potash_mop,Ammonium Sulphate
197,27,102,Moong,8.48,1702,78,28,Low,Optimal,Optimal,balanced_npk_maintenance,Quicklime
93,33,174,Soybean,7.48,2436,52,21,Optimal,Low,Optimal,dap_mop_mixture,Wood Ash
170,20,199,Cotton,6.79,3409,50,25,Optimal,Low,Low,rock_phosphate,Quicklime
71,17,141,Onion,6.28,2844,64,20,Low,Low,Low,dap_mop_mixture,Agricultural Lime
51,24,158,Cotton,8.48,3356,65,15,Low,Optimal,Optimal,triple_super_phosphate_tsp,Dolomite
197,27,138,Wheat,7.87,922,53,17,Low,Optimal,Optimal,potassium_nitrate,Gypsum
99,25,146,Bajra,8.49,2872,71,24,Low,Low,Optimal,dap_mop_mixture,Ferrous Sulphate
171,23,184,Sugarcane,7.67,2395,69,26,Low,Low,Optimal,urea_mop_mixture,Hydrated Lime
194,15,68,Moong,6.89,2683,59,20,Optimal,Optimal,Low,single_super_phosphate_ssp,Quicklime
147,25,148,Wheat,7.02,2973,69,30,Optimal,Low,Low,ammonium_sulphate,Gypsum
57,30,138,Mustard,5.57,2502,61,22,Optimal,Low,Low,ammonium_sulphate,Elemental Sulphur
96,11,181,Cotton,7.02,935,67,23,Low,Low,Low,urea,Agricultural Lime
92,32,75,Soybean,5.82,1383,64,25,Optimal,Optimal,Optimal,rock_phosphate,Dolomite
179,25,68,Jowar,7.96,1415,76,18,Optimal,Low,Optimal,urea_dap_mixture,Ferrous Sulphate
119,25,132,Groundnut,6.65,2763,65,21,Optimal,Low,Low,ammonium_nitrate,Quicklime
76,25,187,Ragi,7.32,1325,77,18,Low,Optimal,Optimal,potassium_magnesium_sulphate,Dolomite
168,23,170,Chickpea,7.98,2402,60,18,Low,Optimal,Optimal,urea_dap_mixture,Ferrous Sulphate
73,35,96,Wheat,6.54,3132,55,29,Low,Low,Optimal,diammonium_phosphate_dap,Gypsum
86,14,179,Bajra,7.54,1674,56,25,Low,Low,Low,potassium_carbonate,Ammonium Sulphate
95,19,73,Maize,7.02,1037,80,18,Optimal,Optimal,Low,dap_mop_mixture,Quicklime
195,11,129,Groundnut,6.25,1089,68,23,Low,Optimal,Low,sulphate_of_potash_sop,Hydrated Lime
148,26,193,Cotton,5.6,1249,58,17,Low,Low,Optimal,urea_mop_mixture,Hydrated Lime
139,20,137,Sugarcane,7.34,3446,56,27,Optimal,Optimal,Low,triple_super_phosphate_tsp,Balance Maintain
144,19,175,Moong,7.65,1613,74,17,Low,Optimal,Optimal,sulphate_of_potash_sop,Balance Maintain
52,34,182,Onion,6.35,1629,72,25,Optimal,Low,Optimal,calcium_ammonium_nitrate_can,Dolomite
191,26,178,Soybean,5.61,1058,55,30,Low,Optimal,Low,urea_dap_mixture,Dolomite
194,13,70,Groundnut,8.43,1421,64,30,Low,Low,Optimal,ammonium_chloride,Wood Ash
63,10,93,Barley,6.23,3139,72,19,Optimal,Optimal,Optimal,urea_ammonium_nitrate_uan,Gypsum
41,22,106,Garlic,6.91,1672,77,18,Optimal,Optimal,Low,potassium_nitrate,Aluminium Sulphate
64,21,69,Maize,7.89,1124,65,15,Optimal,Low,Optimal,balanced_npk_maintenance,Balance Maintain
99,29,180,Ragi,6.11,1514,50,19,Low,Optimal,Optimal,ammonium_chloride,Quicklime
116,15,73,Onion,8.13,2664,76,29,Optimal,Optimal,Low,ammonium_sulphate,Dolomite
123,24,69,Moong,8.09,1282,58,19,Low,Low,Optimal,rock_phosphate,Hydrated Lime
166,33,184,Mustard,5.98,2285,68,27,Optimal,Optimal,Optimal,dap_mop_mixture,Gypsum
102,27,146,Cotton,7.66,3236,61,30,Low,Optimal,Low,balanced_npk_maintenance,Quicklime
90,21,78,Soybean,5.85,970,50,19,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Gypsum
169,12,150,Rice,6.41,2647,70,20,Low,Optimal,Low,potassium_nitrate,Ammonium Sulphate
123,26,107,Cotton,5.97,2095,63,30,Optimal,Low,Optimal,single_super_phosphate_ssp,Balance Maintain
47,24,168,Wheat,7.21,1177,76,25,Low,Optimal,Optimal,monoammonium_phosphate_map,Gypsum
76,24,196,Bajra,7.47,3166,62,16,Low,Low,Optimal,triple_super_phosphate_tsp,Gypsum
131,16,83,Soybean,7.42,2801,50,28,Low,Optimal,Optimal,ammonium_chloride,Balance Maintain
110,24,106,Groundnut,8.26,3255,79,23,Low,Low,Optimal,urea,Gypsum
186,27,196,Chickpea,6.13,2911,62,23,Optimal,Low,Optimal,monoammonium_phosphate_map,Quicklime
157,14,163,Chickpea,7.6,833,64,18,Optimal,Low,Optimal,diammonium_phosphate_dap,Dolomite
182,27,146,Onion,5.97,3281,79,29,Optimal,Optimal,Low,diammonium_phosphate_dap,Quicklime
188,12,118,Onion,6.49,981,77,24,Optimal,Low,Optimal,urea_ammonium_nitrate_uan,Ammonium Sulphate
65,26,184,Chickpea,6.87,3225,76,24,Optimal,Optimal,Low,urea_ammonium_nitrate_uan,Hydrated Lime
145,10,187,Sugarcane,7.74,2379,66,15,Optimal,Low,Low,triple_super_phosphate_tsp,Dolomite
101,30,111,Groundnut,8.26,2326,60,20,Low,Low,Low,balanced_npk_maintenance,Dolomite
74,13,161,Moong,8.06,2858,57,18,Optimal,Low,Low,potassium_magnesium_sulphate,Dolomite
116,22,192,Bajra,8.48,2292,79,15,Optimal,Optimal,Low,calcium_ammonium_nitrate_can,Wood Ash
98,32,169,Chickpea,8.48,1366,50,23,Optimal,Optimal,Optimal,monoammonium_phosphate_map,Gypsum
161,18,62,Jowar,7.32,1205,63,29,Low,Low,Optimal,potassium_magnesium_sulphate,Agricultural Lime
70,25,67,Mustard,7.74,2617,78,15,Optimal,Low,Optimal,single_super_phosphate_ssp,Dolomite
175,18,142,Bajra,8.01,1116,71,24,Optimal,Optimal,Low,ammonium_nitrate,Balance Maintain
184,13,200,Barley,8.05,3452,50,17,Low,Optimal,Low,ammonium_chloride,Ammonium Sulphate
117,27,119,Barley,6.73,2419,76,15,Low,Low,Optimal,monoammonium_phosphate_map,Gypsum
152,28,189,Rice,6.87,2920,72,15,Optimal,Low,Optimal,urea,Quicklime
93,30,90,Garlic,6.21,1871,51,21,Low,Optimal,Optimal,calcium_ammonium_nitrate_can,Agricultural Lime
54,18,170,Cotton,6.57,1441,76,19,Low,Low,Optimal,potassium_nitrate,Quicklime
180,22,182,Sugarcane,6.86,1919,60,19,Optimal,Low,Low,balanced_npk_maintenance,Agricultural Lime
41,10,64,Rice,5.51,3120,74,25,Low,Low,Low,urea_dap_mixture,Ferrous Sulphate
200,10,78,Cotton,8.14,2605,68,15,Optimal,Optimal,Optimal,urea_dap_mixture,Agricultural Lime
101,23,111,Garlic,8.08,3425,54,24,Optimal,Optimal,Optimal,muriate_of_potash_mop,Dolomite
165,12,186,Moong,6.45,3368,70,21,Optimal,Low,Low,dap_mop_mixture,Aluminium Sulphate
58,12,121,Moong,6.86,1881,66,15,Low,Optimal,Optimal,urea_mop_mixture,Wood Ash
69,24,186,Onion,7.33,3483,55,16,Optimal,Optimal,Optimal,dap_mop_mixture,Balance Maintain
88,18,191,Rice,6.42,1424,66,18,Optimal,Optimal,Low,balanced_npk_maintenance,Dolomite
101,25,99,Cotton,7.88,1010,68,22,Low,Optimal,Low,single_super_phosphate_ssp,Dolomite
78,14,113,Bajra,8.27,1233,76,28,Optimal,Low,Low,urea_dap_mixture,Aluminium Sulphate
187,14,99,Onion,6.37,3281,78,24,Optimal,Optimal,Low,ammonium_chloride,Dolomite
51,12,188,Soybean,6.14,2389,72,17,Optimal,Low,Low,muriate_of_potash_mop,Quicklime
184,32,98,Wheat,8.39,831,66,26,Low,Optimal,Low,dap_mop_mixture,Elemental Sulphur
61,31,113,Soybean,6.07,3054,78,26,Low,Low,Optimal,urea_dap_mixture,Gypsum
51,10,65,Moong,7.83,1653,71,22,Low,Optimal,Low,ammonium_sulphate,Ammonium Sulphate
106,14,190,Chickpea,6.72,813,80,26,Optimal,Low,Optimal,monoammonium_phosphate_map,Gypsum
174,20,175,Barley,8.03,1580,50,19,Low,Optimal,Low,calcium_ammonium_nitrate_can,Quicklime
121,25,156,Rice,6.97,2211,69,16,Low,Optimal,Low,ammonium_nitrate,Gypsum
57,16,122,Cotton,7.91,3423,61,22,Low,Low,Low,ammonium_chloride,Agricultural Lime
185,30,199,Chickpea,7.35,1575,64,20,Optimal,Low,Optimal,muriate_of_potash_mop,Aluminium Sulphate
